,time,open,high,low,close,bid,ask,action,P/L,Total profit
4733,2022-03-11 11:30:00,0.73246,0.7325,0.73155,0.73175,0.73246,0.73247,hold,0.0012899999999999912,-0.027830000000000396
4734,2022-03-11 11:45:00,0.73175,0.73185,0.73124,0.73143,0.73175,0.73176,hold,0.0016099999999999782,-0.027830000000000396
4735,2022-03-11 12:00:00,0.73142,0.73193,0.73123,0.73159,0.73142,0.73142,hold,0.0014500000000000402,-0.027830000000000396
4736,2022-03-11 12:15:00,0.73158,0.73203,0.73134,0.7318,0.73158,0.73159,hold,0.0012399999999999967,-0.027830000000000396
4737,2022-03-11 12:30:00,0.7318,0.73191,0.7312,0.73122,0.7318,0.7318,hold,0.0018200000000000217,-0.027830000000000396
4738,2022-03-11 12:45:00,0.73121,0.73156,0.7309,0.73103,0.73121,0.73121,short_buy,0.002,-0.025830000000000394
4739,2022-03-11 13:00:00,0.73103,0.73132,0.73061,0.73073,0.73103,0.73104,hold,0,-0.025830000000000394
4740,2022-03-11 13:15:00,0.73071,0.73324,0.7306,0.7319,0.73071,0.73072,hold,0,-0.025830000000000394
4741,2022-03-11 13:30:00,0.73188,0.73222,0.73145,0.73192,0.73188,0.7319,hold,0,-0.025830000000000394
4742,2022-03-11 13:45:00,0.7319,0.73285,0.73182,0.73262,0.7319,0.73191,hold,0,-0.025830000000000394
4743,2022-03-11 14:00:00,0.73262,0.73313,0.73224,0.73252,0.73262,0.73262,hold,0,-0.025830000000000394
4744,2022-03-11 14:15:00,0.73253,0.733,0.7321,0.73269,0.73253,0.73254,hold,0,-0.025830000000000394
4745,2022-03-11 14:30:00,0.73268,0.73277,0.73227,0.73235,0.73268,0.73268,hold,0,-0.025830000000000394
4746,2022-03-11 14:45:00,0.73234,0.73239,0.73135,0.73183,0.73234,0.73235,hold,0,-0.025830000000000394
4747,2022-03-11 15:00:00,0.73183,0.73213,0.73155,0.73181,0.73183,0.73184,hold,0,-0.025830000000000394
4748,2022-03-11 15:15:00,0.73182,0.73263,0.73171,0.73246,0.73182,0.73182,hold,0,-0.025830000000000394
4749,2022-03-11 15:30:00,0.73249,0.73285,0.73224,0.73239,0.73249,0.73251,hold,0,-0.025830000000000394
4750,2022-03-11 15:45:00,0.73239,0.73274,0.73206,0.73256,0.73239,0.73243,hold,0,-0.025830000000000394
4751,2022-03-11 16:00:00,0.73257,0.73267,0.73203,0.73233,0.73257,0.73259,hold,0,-0.025830000000000394
4752,2022-03-11 16:15:00,0.73233,0.73248,0.732,0.73223,0.73233,0.73234,hold,0,-0.025830000000000394
