Trade Type,Trade Open Time,Trade Open Price,Trade Close Time,Trade Close Price,Trade P/L
short,2021-10-14 21:20:00+00:00,1.15913,2021-10-15 11:10:00+00:00,1.16185,-0.002920000000000056
short,2021-10-15 11:15:00+00:00,1.16154,2021-10-19 06:00:00+00:00,1.16426,-0.002920000000000056
short,2021-10-19 06:05:00+00:00,1.16417,2021-10-19 13:20:00+00:00,1.16675,-0.0027800000000000264
short,2021-10-19 13:25:00+00:00,1.16639,2021-10-25 14:40:00+00:00,1.16131,0.004879999999999974
short,2021-10-25 14:45:00+00:00,1.16059,2021-10-28 16:10:00+00:00,1.16392,-0.003530000000000055
short,2021-10-28 16:15:00+00:00,1.16409,2021-10-28 17:10:00+00:00,1.16717,-0.003279999999999972
short,2021-10-28 17:15:00+00:00,1.16752,2021-10-29 15:50:00+00:00,1.16238,0.004939999999999923
short,2021-10-29 15:55:00+00:00,1.16225,2021-10-29 18:00:00+00:00,1.15713,0.004920000000000014
short,2021-10-29 18:05:00+00:00,1.15741,2021-11-01 21:10:00+00:00,1.15999,-0.002780000000000027
short,2021-11-01 21:15:00+00:00,1.16012,2021-11-04 11:20:00+00:00,1.15508,0.004839999999999934
short,2021-11-04 11:25:00+00:00,1.15533,2021-11-08 14:35:00+00:00,1.15784,-0.0027100000000000123
short,2021-11-08 14:40:00+00:00,1.15766,2021-11-09 07:35:00+00:00,1.16036,-0.0029000000000001473
short,2021-11-09 07:40:00+00:00,1.16034,2021-11-10 13:25:00+00:00,1.15529,0.004849999999999999
short,2021-11-10 13:30:00+00:00,1.15559,2021-11-10 20:05:00+00:00,1.15048,0.004909999999999948
short,2021-11-10 20:10:00+00:00,1.14903,2021-11-12 03:05:00+00:00,1.14401,0.004820000000000024
short,2021-11-12 03:10:00+00:00,1.14405,2021-11-15 19:25:00+00:00,1.13829,0.0055599999999999886
short,2021-11-15 19:30:00+00:00,1.1389,2021-11-16 16:10:00+00:00,1.1335,0.005200000000000073
short,2021-11-16 16:15:00+00:00,1.13349,2021-11-17 05:45:00+00:00,1.12797,0.005320000000000193
short,2021-11-17 05:50:00+00:00,1.12885,2021-11-17 09:35:00+00:00,1.13155,-0.0029000000000001455
short,2021-11-17 09:40:00+00:00,1.13127,2021-11-18 09:55:00+00:00,1.13385,-0.0027800000000000255
short,2021-11-18 10:00:00+00:00,1.13348,2021-11-18 19:05:00+00:00,1.13662,-0.0033399999999999194
short,2021-11-18 19:10:00+00:00,1.13662,2021-11-19 11:30:00+00:00,1.13097,0.005449999999999934
short,2021-11-19 11:35:00+00:00,1.13055,2021-11-22 16:10:00+00:00,1.12542,0.004929999999999858
short,2021-11-22 16:15:00+00:00,1.12527,2021-11-24 15:40:00+00:00,1.11929,0.005780000000000094
short,2021-11-24 15:45:00+00:00,1.12123,2021-11-26 09:15:00+00:00,1.12378,-0.002750000000000051
short,2021-11-26 09:20:00+00:00,1.12377,2021-11-26 10:25:00+00:00,1.12674,-0.003170000000000138
short,2021-11-26 10:30:00+00:00,1.12694,2021-11-26 16:15:00+00:00,1.12953,-0.002789999999999869
short,2021-11-26 16:20:00+00:00,1.1289,2021-11-26 17:50:00+00:00,1.13143,-0.00272999999999992
short,2021-11-26 17:55:00+00:00,1.13184,2021-11-29 09:05:00+00:00,1.12659,0.005049999999999978
short,2021-11-29 09:10:00+00:00,1.12655,2021-11-29 12:30:00+00:00,1.12909,-0.0027399999999999855
short,2021-11-29 12:35:00+00:00,1.12904,2021-11-30 08:35:00+00:00,1.13165,-0.00281
short,2021-11-30 08:40:00+00:00,1.13202,2021-11-30 10:50:00+00:00,1.1346,-0.0027800000000000255
short,2021-11-30 10:55:00+00:00,1.13498,2021-11-30 16:50:00+00:00,1.13769,-0.002909999999999989
short,2021-11-30 16:55:00+00:00,1.13776,2021-11-30 17:45:00+00:00,1.13227,0.005289999999999996
short,2021-11-30 17:50:00+00:00,1.1311,2021-11-30 18:00:00+00:00,1.126,0.004900000000000106
short,2021-11-30 18:05:00+00:00,1.12593,2021-11-30 18:50:00+00:00,1.12871,-0.0029800000000000035
short,2021-11-30 18:55:00+00:00,1.12837,2021-11-30 19:55:00+00:00,1.13182,-0.003649999999999952
short,2021-11-30 20:00:00+00:00,1.13118,2021-11-30 23:00:00+00:00,1.13414,-0.0031599999999998504
